resume_id,job_id,variant_id,proxy_type,proxy_value,base_score,variant_score,score_delta,abs_delta,direction,context_classification,context_group,magnitude_category,audit_signal,primary_changed_component,explanation
R014,JOB016,R014_CF_COLLEGE,college,Indian Institute of Technology Delhi,0.57649,0.57623,-0.00026,0.00026,Score Decreased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing college to Indian Institute of Technology Delhi changed the score from 0.5765 to 0.5762 (delta -0.0003). semantic made the largest negative weighted contribution change (-0.0003).
R014,JOB016,R014_CF_CITY,city,Ahmedabad,0.57649,0.576166,-0.000324,0.000324,Score Decreased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing city to Ahmedabad changed the score from 0.5765 to 0.5762 (delta -0.0003). semantic made the largest negative weighted contribution change (-0.0003).
R014,JOB016,R014_CF_DEGREE,degree,M.Tech,0.57649,0.57649,0.0,0.0,No Change,Accepted,Contextually Supported,Qualification Change,No Material Change,skills,Changing degree to M.Tech changed the score from 0.5765 to 0.5765 (delta +0.0000). No screening component changed.
R014,JOB016,R014_CF_COURSE,course,Operations Management,0.57649,0.516631,-0.059859,0.059859,Score Decreased,Requirement Not Met,Requirement Related,Qualification Change,Qualification Change — Requirement Related,education_course,Changing course to Operations Management changed the score from 0.5765 to 0.5166 (delta -0.0599). education_course made the largest negative weighted contribution change (-0.0600).
R014,JOB016,R014_CF_AGE,age,33,0.57649,0.57649,0.0,0.0,No Change,Not Supported,Contextually Unsupported,Low,No Material Change,skills,Changing age to 33 changed the score from 0.5765 to 0.5765 (delta +0.0000). No screening component changed.
R014,JOB016,R014_CF_EXPERIENCE,experience,108,0.57649,0.57649,0.0,0.0,No Change,Potentially Beneficial,Contextually Supported,Low,No Material Change,skills,Changing experience to 108 changed the score from 0.5765 to 0.5765 (delta +0.0000). No screening component changed.
R015,JOB004,R015_CF_NAME,name,Neha Kapoor,0.650971,0.64832,-0.002651,0.002651,Score Decreased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing name to Neha Kapoor changed the score from 0.6510 to 0.6483 (delta -0.0027). semantic made the largest negative weighted contribution change (-0.0027).
R015,JOB004,R015_CF_COLLEGE,college,Indian Institute of Technology Madras,0.650971,0.650165,-0.000806,0.000806,Score Decreased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing college to Indian Institute of Technology Madras changed the score from 0.6510 to 0.6502 (delta -0.0008). semantic made the largest negative weighted contribution change (-0.0008).
R015,JOB004,R015_CF_CITY,city,Bangalore,0.650971,0.650513,-0.000458,0.000458,Score Decreased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing city to Bangalore changed the score from 0.6510 to 0.6505 (delta -0.0005). semantic made the largest negative weighted contribution change (-0.0005).
R015,JOB004,R015_CF_DEGREE,degree,M.Sc,0.650971,0.562736,-0.088235,0.088235,Score Decreased,Requirement Not Met,Requirement Related,Qualification Change,Qualification Change — Requirement Related,education_course,Changing degree to M.Sc changed the score from 0.6510 to 0.5627 (delta -0.0882). education_course made the largest negative weighted contribution change (-0.0882).
R015,JOB004,R015_CF_COURSE,course,Electrical and Electronics Engineering,0.650971,0.579548,-0.071423,0.071423,Score Decreased,Requirement Not Met,Requirement Related,Qualification Change,Qualification Change — Requirement Related,education_course,Changing course to Electrical and Electronics Engineering changed the score from 0.6510 to 0.5795 (delta -0.0714). education_course made the largest negative weighted contribution change (-0.0706).
R015,JOB004,R015_CF_AGE,age,29,0.650971,0.650971,0.0,0.0,No Change,Not Supported,Contextually Unsupported,Low,No Material Change,skills,Changing age to 29 changed the score from 0.6510 to 0.6510 (delta +0.0000). No screening component changed.
R015,JOB004,R015_CF_EXPERIENCE,experience,60,0.650971,0.650971,0.0,0.0,No Change,Potentially Beneficial,Contextually Supported,Low,No Material Change,skills,Changing experience to 60 changed the score from 0.6510 to 0.6510 (delta +0.0000). No screening component changed.
R016,JOB010,R016_CF_NAME,name,Vikram Reddy,0.512976,0.512057,-0.000919,0.000919,Score Decreased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing name to Vikram Reddy changed the score from 0.5130 to 0.5121 (delta -0.0009). semantic made the largest negative weighted contribution change (-0.0009).
R016,JOB010,R016_CF_COLLEGE,college,Indian Institute of Technology Madras,0.512976,0.511718,-0.001258,0.001258,Score Decreased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing college to Indian Institute of Technology Madras changed the score from 0.5130 to 0.5117 (delta -0.0013). semantic made the largest negative weighted contribution change (-0.0013).
R016,JOB010,R016_CF_CITY,city,Bangalore,0.512976,0.512266,-0.00071,0.00071,Score Decreased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing city to Bangalore changed the score from 0.5130 to 0.5123 (delta -0.0007). semantic made the largest negative weighted contribution change (-0.0007).
R016,JOB010,R016_CF_DEGREE,degree,B.A. LL.B.,0.512976,0.425762,-0.087214,0.087214,Score Decreased,Requirement Not Met,Requirement Related,Qualification Change,Qualification Change — Requirement Related,education_course,Changing degree to B.A. LL.B. changed the score from 0.5130 to 0.4258 (delta -0.0872). education_course made the largest negative weighted contribution change (-0.0882).
R016,JOB010,R016_CF_AGE,age,36,0.512976,0.512976,0.0,0.0,No Change,Not Supported,Contextually Unsupported,Low,No Material Change,skills,Changing age to 36 changed the score from 0.5130 to 0.5130 (delta +0.0000). No screening component changed.
R016,JOB010,R016_CF_EXPERIENCE,experience,120,0.512976,0.512976,0.0,0.0,No Change,Potentially Beneficial,Contextually Supported,Low,No Material Change,skills,Changing experience to 120 changed the score from 0.5130 to 0.5130 (delta +0.0000). No screening component changed.
R017,JOB015,R017_CF_NAME,name,Divya Rao,0.476243,0.478251,0.002008,0.002008,Score Increased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing name to Divya Rao changed the score from 0.4762 to 0.4783 (delta +0.0020). semantic made the largest positive weighted contribution change (+0.0020).
R017,JOB015,R017_CF_COLLEGE,college,Indian Institute of Technology Kharagpur,0.476243,0.476659,0.000416,0.000416,Score Increased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing college to Indian Institute of Technology Kharagpur changed the score from 0.4762 to 0.4767 (delta +0.0004). semantic made the largest positive weighted contribution change (+0.0004).
R017,JOB015,R017_CF_CITY,city,Delhi,0.476243,0.475508,-0.000735,0.000735,Score Decreased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing city to Delhi changed the score from 0.4762 to 0.4755 (delta -0.0007). semantic made the largest negative weighted contribution change (-0.0007).
R017,JOB015,R017_CF_DEGREE,degree,LLM,0.476243,0.40317,-0.073073,0.073073,Score Decreased,Requirement Not Met,Requirement Related,Qualification Change,Qualification Change — Requirement Related,education_course,Changing degree to LLM changed the score from 0.4762 to 0.4032 (delta -0.0731). education_course made the largest negative weighted contribution change (-0.0706).
R017,JOB015,R017_CF_COURSE,course,Fine Arts / Painting,0.476243,0.477687,0.001444,0.001444,Score Increased,No Relevant Improvement,Contextually Unsupported,Qualification Change,Qualification Change — Unsupported,semantic,Changing course to Fine Arts / Painting changed the score from 0.4762 to 0.4777 (delta +0.0014). semantic made the largest positive weighted contribution change (+0.0014).
R017,JOB015,R017_CF_AGE,age,36,0.476243,0.476243,0.0,0.0,No Change,Not Supported,Contextually Unsupported,Low,No Material Change,skills,Changing age to 36 changed the score from 0.4762 to 0.4762 (delta +0.0000). No screening component changed.
R017,JOB015,R017_CF_EXPERIENCE,experience,144,0.476243,0.476243,0.0,0.0,No Change,Potentially Beneficial,Contextually Supported,Low,No Material Change,skills,Changing experience to 144 changed the score from 0.4762 to 0.4762 (delta +0.0000). No screening component changed.
R018,JOB008,R018_CF_NAME,name,Rohan Gupta,0.486983,0.487294,0.000311,0.000311,Score Increased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing name to Rohan Gupta changed the score from 0.4870 to 0.4873 (delta +0.0003). semantic made the largest positive weighted contribution change (+0.0003).
R018,JOB008,R018_CF_COLLEGE,college,NIT Tiruchirappalli,0.486983,0.486107,-0.000876,0.000876,Score Decreased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing college to NIT Tiruchirappalli changed the score from 0.4870 to 0.4861 (delta -0.0009). semantic made the largest negative weighted contribution change (-0.0009).
R018,JOB008,R018_CF_CITY,city,Mumbai,0.486983,0.485355,-0.001628,0.001628,Score Decreased,Not Supported,Contextually Unsupported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,Changing city to Mumbai changed the score from 0.4870 to 0.4854 (delta -0.0016). semantic made the largest negative weighted contribution change (-0.0016).
R018,JOB008,R018_CF_DEGREE,degree,Diploma,0.486983,0.487934,0.000951,0.000951,Score Increased,Not Supported,Contextually Unsupported,Qualification Change,Qualification Change — Unsupported,semantic,Changing degree to Diploma changed the score from 0.4870 to 0.4879 (delta +0.0010). semantic made the largest positive weighted contribution change (+0.0010).
R018,JOB008,R018_CF_COURSE,course,Commerce and Law,0.486983,0.417048,-0.069935,0.069935,Score Decreased,Requirement Not Met,Requirement Related,Qualification Change,Qualification Change — Requirement Related,education_course,Changing course to Commerce and Law changed the score from 0.4870 to 0.4170 (delta -0.0699). education_course made the largest negative weighted contribution change (-0.0706).
R018,JOB008,R018_CF_AGE,age,35,0.486983,0.487771,0.000788,0.000788,Score Increased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing age to 35 changed the score from 0.4870 to 0.4878 (delta +0.0008). semantic made the largest positive weighted contribution change (+0.0008).
R018,JOB008,R018_CF_EXPERIENCE,experience,84,0.486983,0.48799,0.001007,0.001007,Score Increased,Potentially Beneficial,Contextually Supported,Low,Experience Change — Contextually Supported,semantic,Changing experience to 84 changed the score from 0.4870 to 0.4880 (delta +0.0010). semantic made the largest positive weighted contribution change (+0.0010).
R019,JOB005,R019_CF_NAME,name,Ananya Iyer,0.490042,0.492049,0.002007,0.002007,Score Increased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing name to Ananya Iyer changed the score from 0.4900 to 0.4920 (delta +0.0020). semantic made the largest positive weighted contribution change (+0.0020).
R019,JOB005,R019_CF_COLLEGE,college,Indian Institute of Technology Bombay,0.490042,0.49042,0.000378,0.000378,Score Increased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing college to Indian Institute of Technology Bombay changed the score from 0.4900 to 0.4904 (delta +0.0004). semantic made the largest positive weighted contribution change (+0.0004).
R019,JOB005,R019_CF_CITY,city,Pune,0.490042,0.489751,-0.000291,0.000291,Score Decreased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing city to Pune changed the score from 0.4900 to 0.4898 (delta -0.0003). semantic made the largest negative weighted contribution change (-0.0003).
R019,JOB005,R019_CF_DEGREE,degree,M.Com,0.490042,0.489445,-0.000597,0.000597,Score Decreased,Not Supported,Contextually Unsupported,Qualification Change,Qualification Change — Unsupported,semantic,Changing degree to M.Com changed the score from 0.4900 to 0.4894 (delta -0.0006). semantic made the largest negative weighted contribution change (-0.0006).
R019,JOB005,R019_CF_COURSE,course,Electronics,0.490042,0.488822,-0.00122,0.00122,Score Decreased,No Relevant Improvement,Contextually Unsupported,Qualification Change,Qualification Change — Unsupported,semantic,Changing course to Electronics changed the score from 0.4900 to 0.4888 (delta -0.0012). semantic made the largest negative weighted contribution change (-0.0012).
R019,JOB005,R019_CF_AGE,age,30,0.490042,0.490042,0.0,0.0,No Change,Not Supported,Contextually Unsupported,Low,No Material Change,skills,Changing age to 30 changed the score from 0.4900 to 0.4900 (delta +0.0000). No screening component changed.
R019,JOB005,R019_CF_EXPERIENCE,experience,60,0.490042,0.490042,0.0,0.0,No Change,Potentially Beneficial,Contextually Supported,Low,No Material Change,skills,Changing experience to 60 changed the score from 0.4900 to 0.4900 (delta +0.0000). No screening component changed.
